               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/bishop_mAP,    metrics/King_mAP,    metrics/pawn_mAP,   metrics/Queen_mAP,    metrics/rook_mAP,  metrics/Knight_mAP,metrics/bishop_mAP_50, metrics/King_mAP_50, metrics/pawn_mAP_50,metrics/Queen_mAP_50, metrics/rook_mAP_50,metrics/Knight_mAP_50
                  84,            0.035592,            0.051829,            0.037194,                0.96,              0.4706,             0.66132,             0.43668,            0.029938,            0.054039,             0.02646,            0.001783,            0.001783,            0.001783,             0.74074,              0.5222,             0.67409,            0.085364,              0.1188,             0.47891,             0.98848,               0.995,               0.995,             0.13394,             0.16408,              0.6914
                  85,            0.035447,            0.046808,            0.034307,             0.96689,             0.46667,             0.66644,             0.45315,            0.030393,            0.054376,            0.026375,            0.001684,            0.001684,            0.001684,             0.64118,             0.69687,              0.7355,             0.10761,            0.079297,             0.45845,             0.98065,               0.995,               0.995,              0.1583,             0.11439,             0.75529
                  86,            0.033816,             0.06289,            0.034383,             0.96689,             0.46667,             0.66644,             0.45315,            0.030393,            0.054376,            0.026375,            0.001585,            0.001585,            0.001585,             0.64118,             0.69687,              0.7355,             0.10761,            0.079297,             0.45845,             0.98065,               0.995,               0.995,              0.1583,             0.11439,             0.75529
                  87,            0.034794,            0.066411,            0.033146,             0.96487,             0.46667,             0.66729,             0.46472,            0.027025,             0.05293,            0.026255,            0.001486,            0.001486,            0.001486,             0.67102,             0.65185,             0.76587,             0.11819,            0.053381,             0.52801,             0.97845,               0.995,               0.995,                0.17,            0.075264,             0.79003
                  88,            0.036802,            0.045415,            0.035645,             0.96487,             0.46667,             0.66729,             0.46472,            0.027025,             0.05293,            0.026255,            0.001387,            0.001387,            0.001387,             0.67102,             0.65185,             0.76587,             0.11819,            0.053381,             0.52801,             0.97845,               0.995,               0.995,                0.17,            0.075264,             0.79003
                  89,            0.036414,            0.046714,             0.03108,             0.96946,             0.46667,             0.67106,             0.44389,            0.031916,            0.054245,            0.026199,            0.001288,            0.001288,            0.001288,             0.58472,             0.68736,             0.75578,             0.11629,            0.052824,             0.46636,             0.96985,               0.995,               0.995,             0.18824,            0.080723,             0.79755
                  90,            0.032868,            0.056283,            0.032433,             0.96946,             0.46667,             0.67106,             0.44389,            0.031916,            0.054245,            0.026199,            0.001189,            0.001189,            0.001189,             0.58472,             0.68736,             0.75578,             0.11629,            0.052824,             0.46636,             0.96985,               0.995,               0.995,             0.18824,            0.080723,             0.79755
                  91,            0.035529,            0.074672,            0.032696,             0.97066,             0.46239,             0.67037,             0.48044,            0.024349,            0.050696,            0.026098,             0.00109,             0.00109,             0.00109,             0.70221,             0.67127,             0.80729,             0.13775,            0.053973,             0.51012,             0.97696,               0.995,               0.995,             0.18824,            0.076007,               0.791
                  92,            0.031807,            0.054409,            0.032104,             0.97066,             0.46239,             0.67037,             0.48044,            0.024349,            0.050696,            0.026098,            0.000991,            0.000991,            0.000991,             0.70221,             0.67127,             0.80729,             0.13775,            0.053973,             0.51012,             0.97696,               0.995,               0.995,             0.18824,            0.076007,               0.791
                  93,            0.031739,            0.066826,            0.031968,             0.97071,             0.46547,             0.66791,             0.48269,            0.023202,            0.050184,             0.02602,            0.000892,            0.000892,            0.000892,             0.75833,             0.66026,             0.74432,             0.13544,            0.056735,             0.54104,             0.98136,               0.995,               0.995,             0.16988,            0.074456,             0.79176
                  94,            0.033233,            0.058627,              0.0319,             0.97071,             0.46547,             0.66791,             0.48269,            0.023202,            0.050184,             0.02602,            0.000793,            0.000793,            0.000793,             0.75833,             0.66026,             0.74432,             0.13544,            0.056735,             0.54104,             0.98136,               0.995,               0.995,             0.16988,            0.074456,             0.79176
                  95,            0.034704,            0.069704,            0.033722,             0.96968,             0.46767,             0.66712,             0.49233,             0.02316,            0.049742,            0.025984,            0.000694,            0.000694,            0.000694,              0.7504,             0.70179,             0.79972,             0.13367,            0.055552,             0.51287,             0.98328,               0.995,               0.995,             0.16988,            0.075483,             0.78407
                  96,            0.038518,            0.072416,            0.034543,             0.96968,             0.46767,             0.66712,             0.49233,             0.02316,            0.049742,            0.025984,            0.000595,            0.000595,            0.000595,              0.7504,             0.70179,             0.79972,             0.13367,            0.055552,             0.51287,             0.98328,               0.995,               0.995,             0.16988,            0.075483,             0.78407
                  97,            0.030152,            0.054381,            0.032802,             0.97187,             0.46842,             0.66565,             0.49198,            0.022989,            0.049628,            0.025968,            0.000496,            0.000496,            0.000496,             0.75039,              0.6907,             0.81904,             0.12798,            0.053363,             0.51043,             0.98328,               0.995,               0.995,             0.16583,            0.075483,             0.77933
                  98,            0.032054,            0.057662,            0.031696,             0.97187,             0.46842,             0.66565,             0.49198,            0.022989,            0.049628,            0.025968,            0.000397,            0.000397,            0.000397,             0.75039,              0.6907,             0.81904,             0.12798,            0.053363,             0.51043,             0.98328,               0.995,               0.995,             0.16583,            0.075483,             0.77933
                  99,            0.028944,            0.049036,            0.029291,             0.97554,             0.47197,             0.67159,              0.5007,            0.022508,             0.04953,            0.025908,            0.000298,            0.000298,            0.000298,             0.75958,             0.69297,             0.81446,             0.14808,            0.055807,             0.53327,             0.98591,               0.995,               0.995,             0.18824,            0.075483,             0.78993
