               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/bishop_mAP,    metrics/King_mAP,    metrics/pawn_mAP,   metrics/Queen_mAP,    metrics/rook_mAP,  metrics/Knight_mAP,metrics/bishop_mAP_50, metrics/King_mAP_50, metrics/pawn_mAP_50,metrics/Queen_mAP_50, metrics/rook_mAP_50,metrics/Knight_mAP_50
                  84,            0.041679,            0.050773,            0.024406,             0.74686,             0.65814,             0.82765,             0.44472,            0.036019,             0.05515,            0.016134,             0.00336,             0.00336,             0.00336,             0.43446,             0.47913,             0.40802,            0.048069,              0.5978,             0.70085,               0.995,               0.995,             0.89579,             0.10396,             0.98115,               0.995
                  85,            0.038548,            0.043802,             0.02222,             0.94029,             0.65794,             0.83753,             0.65048,            0.024661,            0.051795,            0.016073,             0.00328,             0.00328,             0.00328,             0.82238,              0.7096,             0.73594,            0.085216,              0.8677,             0.68207,               0.995,               0.995,               0.995,             0.10715,               0.938,               0.995
                  86,            0.030444,            0.055269,            0.021487,             0.94029,             0.65794,             0.83753,             0.65048,            0.024661,            0.051795,            0.016073,              0.0032,              0.0032,              0.0032,             0.82238,              0.7096,             0.73594,            0.085216,              0.8677,             0.68207,               0.995,               0.995,               0.995,             0.10715,               0.938,               0.995
                  87,            0.029693,            0.058883,            0.021927,             0.77941,             0.65537,             0.84364,              0.5659,            0.029481,            0.052785,            0.015847,             0.00312,             0.00312,             0.00312,               0.684,             0.69155,             0.47237,             0.05255,             0.72047,             0.77446,               0.995,               0.995,             0.97788,             0.10396,               0.995,               0.995
                  88,            0.037929,            0.041961,            0.023069,             0.77941,             0.65537,             0.84364,              0.5659,            0.029481,            0.052785,            0.015847,             0.00304,             0.00304,             0.00304,               0.684,             0.69155,             0.47237,             0.05255,             0.72047,             0.77446,               0.995,               0.995,             0.97788,             0.10396,               0.995,               0.995
                  89,            0.039406,            0.043196,            0.019498,             0.97126,             0.63852,             0.84676,             0.54419,            0.028451,            0.049428,            0.015775,             0.00296,             0.00296,             0.00296,             0.57142,               0.578,             0.73278,            0.079487,             0.78098,             0.52246,               0.995,               0.995,               0.995,             0.10553,               0.995,               0.995
                  90,             0.02846,            0.049333,            0.021844,             0.97126,             0.63852,             0.84676,             0.54419,            0.028451,            0.049428,            0.015775,             0.00288,             0.00288,             0.00288,             0.57142,               0.578,             0.73278,            0.079487,             0.78098,             0.52246,               0.995,               0.995,               0.995,             0.10553,               0.995,               0.995
                  91,            0.029338,            0.065124,            0.021832,             0.84629,             0.65855,             0.84599,             0.59455,            0.030029,            0.053286,            0.015636,              0.0028,              0.0028,              0.0028,             0.69603,             0.67189,             0.63326,            0.076467,             0.88048,             0.60915,               0.995,               0.995,               0.995,             0.10094,               0.995,               0.995
                  92,            0.033954,             0.04818,            0.019946,             0.84629,             0.65855,             0.84599,             0.59455,            0.030029,            0.053286,            0.015636,             0.00272,             0.00272,             0.00272,             0.69603,             0.67189,             0.63326,            0.076467,             0.88048,             0.60915,               0.995,               0.995,               0.995,             0.10094,               0.995,               0.995
                  93,            0.035907,            0.063288,            0.019182,             0.97369,             0.65819,              0.8473,             0.57644,            0.024547,            0.048901,            0.015552,             0.00264,             0.00264,             0.00264,             0.57255,             0.59003,             0.82188,            0.078688,             0.83209,             0.56337,               0.995,               0.995,               0.995,             0.10883,               0.995,               0.995
                  94,            0.030309,            0.052146,            0.019691,             0.97369,             0.65819,              0.8473,             0.57644,            0.024547,            0.048901,            0.015552,             0.00256,             0.00256,             0.00256,             0.57255,             0.59003,             0.82188,            0.078688,             0.83209,             0.56337,               0.995,               0.995,               0.995,             0.10883,               0.995,               0.995
                  95,            0.034322,            0.065628,            0.021541,             0.88703,             0.66215,             0.84759,             0.61519,            0.029069,            0.053042,            0.015348,             0.00248,             0.00248,             0.00248,              0.7089,             0.71894,             0.56798,            0.086782,             0.90403,             0.70454,               0.995,               0.995,               0.995,             0.11056,               0.995,               0.995
                  96,            0.036554,            0.064969,            0.021925,             0.88703,             0.66215,             0.84759,             0.61519,            0.029069,            0.053042,            0.015348,              0.0024,              0.0024,              0.0024,              0.7089,             0.71894,             0.56798,            0.086782,             0.90403,             0.70454,               0.995,               0.995,               0.995,             0.11056,               0.995,               0.995
                  97,             0.03248,            0.051316,            0.020676,             0.97303,             0.66242,             0.84789,             0.61544,            0.022895,            0.048435,             0.01522,             0.00232,             0.00232,             0.00232,             0.60963,             0.65015,             0.83285,            0.084797,             0.86794,             0.64728,               0.995,               0.995,               0.995,             0.11234,               0.995,               0.995
                  98,            0.024957,            0.047305,            0.021005,             0.97303,             0.66242,             0.84789,             0.61544,            0.022895,            0.048435,             0.01522,             0.00224,             0.00224,             0.00224,             0.60963,             0.65015,             0.83285,            0.084797,             0.86794,             0.64728,               0.995,               0.995,               0.995,             0.11234,               0.995,               0.995
                  99,            0.027593,            0.044266,            0.016454,             0.95558,              0.6603,              0.8482,             0.59456,            0.028077,            0.052774,            0.015084,             0.00216,             0.00216,             0.00216,             0.66114,             0.66322,             0.53711,            0.097415,             0.90398,              0.7045,               0.995,               0.995,               0.995,             0.11418,               0.995,               0.995
